source,ref_id,title,text,url,labels,media_paths,date,authors,domain
youtube,0F_7KNhkbV8,"PDIP Puji 1 Tahun Kepemimpinan Prabowo, Sebut Indonesia Kembali Dipandang di Kancah Internasional","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-VIDEO.COM - Sekjen PDIP Hasto Kristyanto mengapresiasi satu tahun kepemimpinan Presiden Prabowo Subianto.

Menurutnya, apa yang dilakukan Prabowo telah mengangkat kembali peran dan kepemimpinan Indonesia dalam menjaga perdamaian global.

Hasto mengatakan, arah kebijakan luar negeri yang ditempuh Prabowo menunjukkan kesadaran geopolitik yang sejalan dengan Presiden pertama RI, Soekarno.

Alhasil, kepemimpinan Indonesia di kancah global kini kembali menonjol lewat peran aktif dalam memperjuangkan perdamaian dunia.

Hasto menyebut, salah satu buktinya yakni langkah Prabowo dalam memperjuangkan kemerdekaan Palestina serta keterlibatan aktif Indonesia dalam penyelesaian konflik Hamas-Israel.

""Presiden Prabowo telah mengangkat kembali kepemimpinan Indonesia di dunia internasional dengan mengambil prakarsa di dalam mewujudkan perdamaian dunia,"" ucap Hasto, dikutip dari Kompas.com pada Minggu (19/10/2025).

Di samping itu, Hasto juga menilai bahwa pemerintahan Prabowo pada tahun pertamanya telah menempatkan pentingnya konsolidasi di tubuh pemerintahan. 

Langkah ini menjadi pondasi penting agar pada tahun berikutnya dapat bergerak lebih cepat dalam menghadapi tantangan ekonomi dan pembangunan nasional.

Untuk diketahui, pemerintahan Prabowo Subianto–Gibran Rakabuming Raka akan genap berusia satu tahun pada 20 Oktober 2025.

Meski dirinya telah memberikan apresiasi, Hasto menyebut sikap resmi terkait evaluasi satu tahun pemerintahan Prabowo-Gibran akan disampaikan Fraksi PDIP DPR RI. (Tribun-Video.com)

Artikel ini telah tayang di Tribunnews.com dengan judul Setahun Pemerintahan Prabowo, Politikus PDIP Edy Wuryanto Beri Tiga Catatan Soal Program MBG, https://www.tribunnews.com/nasional/7743762/setahun-pemerintahan-prabowo-politikus-pdip-edy-wuryanto-beri-tiga-catatan-soal-program-mbg.
Penulis: Igman Ibrahim
Editor: Adi Suhendi

Program: Tribunnews Update
Host: Agung Tri Laksono
Editor Video: Ni'amu Shoim Assari Alfani
Uploader: Panji Anggoro Putro

#pdiperjuangan #prabowo",https://www.youtube.com/watch?v=0F_7KNhkbV8,[],"{'audio': './data/raw/youtube/audio/YT_0001.wav', 'video': './data/raw/youtube/videos/YT_0001.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0001.jpg'}",,,
youtube,0YoDGPYyuQ4,"Jajaran Kabinet Merah Putih Bawa Semangat Kebersamaan ke Jakarta, 27 Oktober 2024",,https://www.youtube.com/watch?v=0YoDGPYyuQ4,[],"{'audio': './data/raw/youtube/audio/YT_0002.wav', 'video': './data/raw/youtube/videos/YT_0002.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0002.jpg'}",,,
youtube,1J__R98v-OA,"Prof Sulfikar Komentari Utang Whoosh: Jokowi Naif soal Teknologi, Dia Pikir Kereta Cepat Paling Maju","Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru


TRIBUN-VIDEO.COM- Sosiolog Nanyang Technological University (NTU) Singapore, Prof. Sulfikar Amir, kerap menyinggung nama Presiden ke-7 RI, Jokowi saat mengomentari utang Kereta Cepat Jakarta-Bandung Whoosh.

Prof Sulfikar pada Minggu (19/10) menilai Jokowi sangat naif tentang teknologi. 

Sehingga, langsung menganggap kereta api buatan China adalah yang terbaik.

""Jadi Jokowi waktu berkunjung ke Cina, saya enggak tahu, saya lupa tahun berapa mungkin 2015 atau 2017, diajak sama si Jinping naik kereta cepat, dan di situlah dia terpesona,"" ungkapnya pada Selasa (21/10/2025).

""Jokowi ini kan agak naif ya kalau soal teknologi ya, jadi dia pikir kereta cepat buatan Cina itu adalah yang udah paling maju,"" tambahnya.

Bahkan, Sulfikar menganggap keangkuhan Jokowi mengenai warisan kereta cepat ini justru membebani semua orang seusai ditinggalkannya.

Tak hanya itu, Sulfikar menyebut eks Presiden RI ke-7 itu memiliki megalomania atau gangguan kejiwaan. 

Hal itu ditandai dengan keyakinan diri yang berlebihan bahwa seseorang memiliki kekuasaan, kekayaan, atau kecerdasan yang luar biasa. 

Disebutkan Sulfikar, Jokowi memiliki impian tentang masa depan Indonesia yang cerah di bawah kepemimpinannya, namun tak menyadari kapasitasnya yang tidak mumpuni.

Terkini, Sulfikar menilai Jokowi perlu dimintai pertanggungjawaban.

""Jadi keangkuhan dia dan megalomania dia sebagai seorang presiden itu ya termanifestasi di dalam keputusan-keputusan yang membebani kita semua gitu sekarang.""

""Jadi, Pak Jokowi ini kan punya kecenderungan berhalusinasi tentang masa depan Indonesia yang akan lebih baik di bawah kepemimpinan dia kan, tetapi dia enggak sadar bahwa kapasitas intelektual dia itu tidak mencukupi untuk memahami itu,"" jelas Sulfikar.

(Tribun-Video.com)

Artikel ini telah tayang di Tribunnews.com dengan judul Singgung Utang Whoosh, Prof Sulfikar Sebut Jokowi Naif soal Teknologi: Keangkuhannya Bebani Kita, https://www.tribunnews.com/nasional/7744719/singgung-utang-whoosh-prof-sulfikar-sebut-jokowi-naif-soal-teknologi-keangkuhannya-bebani-kita.

Program: Tribunnews Update
Host: Adila Ulfa Muna Risna
Editor Video: Sekar Kinasih
Uploader: Tri Hantoro

#Whoosh #KeretaCepatWhoosh #UtangWhoosh #Jokowi #ProfSulfikar #TeknologiIndonesia #KCIC #KeretaCepatIndonesia #BeritaTerkini #EkonomiIndonesia #InfrastrukturIndonesia #PolitikEkonomi #BeritaNasional #UpdateEkonomi #BeritaHariIni #WhooshIndonesia #AnalisisPakar #PemerintahIndonesia",https://www.youtube.com/watch?v=1J__R98v-OA,[],"{'audio': './data/raw/youtube/audio/YT_0003.wav', 'video': './data/raw/youtube/videos/YT_0003.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0003.jpg'}",,,
youtube,1kGe1-V7iLw,"Optimis Program Kerja Pemerintah Tercapai, Presiden Prabowo Janji Jamin Keamanan Warga Indonesia","Kabar Utama, https://www.tvOnenews.com - Optimis Program Kerja Pemerintah Tercapai, Presiden Prabowo Janji Jamin Keamanan Warga Indonesia

Beberapa program kerja pemerintah seperti stimulus ekonomi Triwulan II 2025 melalui diskon transportasi, tarif tol, listrik, bantuan sosial, serta bantuan subsidi upah menunjukkan dampak positif dalam mendorong pertumbuhan ekonomi. Selain itu, program makan siang gratis bagi anak Indonesia juga dirancang untuk meningkatkan kecerdasan dan mengatasi stunting, dengan target realisasi di akhir tahun 2025. 

KABUT01

MSP01
GUS01

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live
Dan jangan lupa untuk follow akun-Akun Sosial Media tvOnenews untuk mendapatkan beragam informasi terkini dan update dari kami:

Facebook - https://www.facebook.com/tvOnenews
Instagram - https://www.instagram.com/tvOnenews
Twitter - https://twitter.com/tvOnenews
TikTok - https://www.tiktok.com/@tvOnenews
Website - https://tvOnenews.com",https://www.youtube.com/watch?v=1kGe1-V7iLw,[],"{'audio': './data/raw/youtube/audio/YT_0004.wav', 'video': './data/raw/youtube/videos/YT_0004.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0004.jpg'}",,,
youtube,2hxpd_vEWwI,[FULL] KEYNOTE SPEECH MENKEU DI 1 TAHUN PEMERINTAHAN PRABOWO-GIBRAN,"MetroTV, KEYNOTE SPEECH KEMENKEU DI 1 TAHUN PEMERINTAHAN PRABOWO-GIBRAN

Menteri Keuangan, Purbaya Yudhi Sadewa menyampaikan keynote speech dalam peringatan satu tahun pemerintahan Prabowo–Gibran. Dalam pidatonya, Menkeu memaparkan capaian ekonomi nasional, strategi penguatan fiskal, serta arah kebijakan ke depan untuk menjaga pertumbuhan dan stabilitas di tengah dinamika global.


#1tahunprabowogibran #prabowosubianto #menkeu #MENKEUPURBAYA #purbayayudhisadewa 

-----------------------------------------------------------------------

Follow juga sosmed kami untuk mendapatkan update informasi  terkini!


Website: https://www.metrotvnews.com/
Facebook: https://www.facebook.com/metrotv/
Instagram: https://www.instagram.com/metrotv/
Twitter: https://twitter.com/metro_tv
TikTok: https://www.tiktok.com/@metro_tv
Metro Xtend: https://xtend.metrotvnews.com/",https://www.youtube.com/watch?v=2hxpd_vEWwI,[],"{'audio': './data/raw/youtube/audio/YT_0005.wav', 'video': './data/raw/youtube/videos/YT_0005.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0005.jpg'}",,,
youtube,3CD7iHiDKao,[FULL] Menohok! Menkeu Purbaya Jawab Komisi XI DPR soal Danantara hingga Subsidi APBN 2025,"JAKARTA, KOMPAS.TV - Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menjawab pertanyaan anggota Komisi XI DPR RI terkait subsidi hingga persoalan Danantara saat rapat kerja di DPR RI, Senayan, Jakarta, pada Selasa (30/9/2025). 

Purbaya mengatakan bahwa dirinya selalu monitor efisiensi hingga pengurangan cost di Danantara. 

""Saya monitor proposal-proposal di Danantara setiap ada yang berhubungan dengan efisiensi, pengurangan cost segala macam, saya akan main-main kalau bisa. Proposal juga enggak jelas-jelas amat. Jadi kelihatan ini arena Anda diskusi dengan Danantara semalam dijadikan ajang curcol Danantara ke Anda untuk menekan saya, enggak apa-apa,"" ujar Purbaya. 

Ia mengaku merasa heran mengapa Danantara tidak menghadap dirinya melainkan ke Komisi XI DPR RI.

""Padahal saya pengawas Danantara, awas besok,"" ucapnya.

#menkeupurbaya #purbayayudhisadewa #dpr #danantara 

Produser: Ikbal Maulana
Thumbnail: Aqshal

Sahabat KompasTV, jangan lupa like, comment, dan subscribe channel YouTube KompasTV, juga aktifkan lonceng notifikasi agar tidak ketinggalan update mengenai isu-isu terkini di Indonesia.

Jangan lewatkan live streaming KompasTV 24 jam non stop di https://www.kompas.tv/live. Agar tidak ketinggalan berita-berita terkini, terlengkap, serta laporan langsung dari berbagai daerah di Indonesia, yuk subscribe channel youtube KompasTV. Aktifkan juga lonceng supaya kamu dapat notifikasi video terbaru dari KompasTV. 

Sahabat KompasTV juga bisa memperoleh informasi terkini melalui website: www.kompas.tv

Media sosial KompasTV: 
Facebook: https://www.facebook.com/KompasTV 
Instagram: https://www.instagram.com/kompastv 
Twitter: https://twitter.com/KompasTV 
TikTok: https://www.tiktok.com/@kompastvnews",https://www.youtube.com/watch?v=3CD7iHiDKao,[],"{'audio': './data/raw/youtube/audio/YT_0006.wav', 'video': './data/raw/youtube/videos/YT_0006.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0006.jpg'}",,,
youtube,3Od-KLoJhN8,Prof Sulfikar Tegas Minta Audit Proyek Whoosh Sekarang: Agar Prabowo Tak Ulangi Dosa Era Jokowi,"Download aplikasi berita TribunX di Play Store atau App Store untuk dapatkan pengalaman baru

TRIBUN-VIDEO.COM- Sosiolog Nanyang Technological University (NTU) Singapore, Prof. Sulfikar Amir menyebut perlu dilakukan audit menyeluruh untuk menyelesaikan masalah proyek kereta cepat Whoosh.

Menurut Sulfikar, audit sangat perlu dilakukan agar Presiden Prabowo Subianto tak mengulang dosa-dosa era pemerintahan Jokowi. 

Pernyataan itu disampaikan Sulfikar pada Minggu (19/10/2025). 

""Sehingga kita bisa belajar dari kesalahan-kesalahan dan Prabowo tidak mengulang dosa-dosanya Jokowi,"" jelas Sulfikar. 

Sulfikar menyebut, apapun keputusan Prabowo nanti perihal pembayaran utang proyek Whoosh sebelumnya harus ada audit. 

""Jadi apapun keputusan Prabowo di dalam proyek kereta cepat ini mau itu utangnya dikemplang, mau hutangnya dikasih Danantara dan sebagainya, proyek ini harus dibuka dulu, harus dilihat dulu masalahnya di mana gitu.""

Dilansir dari Tribunnews.com, Sulfikar juga mendesak agar orang-orang yang diberi tanggung jawab dalam proyek kereta cepat ini ikut diaudit. 

Termasuk Presiden ke-7 RI Joko Widodo (Jokowi).

Sebab, akhirnya proyek ambisius Jokowi ini justru menjadi keputusan bermasalah hingga meninggalkan utang warisan yang besar.

Jokowi harus ikut bertanggung jawab karena yang memiliki ide pembuatan proyek Whoosh. 

""Dan siapa orang-orang yang diberi tanggung jawab untuk mengambil keputusan tentang itu, yang akhirnya menghasilkan keputusan yang bermasalah ini gitu."" 

Pihaknya juga menilai, alasan proyek kereta cepat ini diberikan ke China juga harus diaudit. 

Mengingat sebelumnya, yang sudah melakukan kelayakan studi secara komprehensif soal proyek kereta cepat ini adalah Jepang, melalui Japan International Cooperation Agency (JICA). 

""Jadi harus diaudit dan Jokowi harus diminta pertanggungjawaban. Bagaimanapun juga dia yang mengklaim punya ide untuk membangun kereta cepat ini gitu.""

""Harus dilakukan audit karena ini masalah politik sebenarnya ya. Jadi masalah politik yang melibatkan uang publik yang begitu besar gitu ya kan."" ungkapnya. 

(Tribun-Video.com/Tribunnews.com)

Artikel ini telah tayang di Tribunnews.com dengan judul Prof Sulfikar Nilai Harus Ada Audit Proyek Kereta Cepat Whoosh: Agar Prabowo Tak Ulang Dosa Jokowi, https://www.tribunnews.com/nasional/7744741/prof-sulfikar-nilai-harus-ada-audit-proyek-kereta-cepat-whoosh-agar-prabowo-tak-ulang-dosa-jokowi?utm_medium=widget-ml-homepage&utm_content=reco-for-you&utm_source=www.tribunnews.com.

Program: Tribunnews Update
Host: Adila Ulfa Muna Risna
Editor Video: Muhammad Taufiq Rahman Setyawan
Uploader: Bintang Nur Rahman
#sulfikaramir #sosiolog #ntusingapore #keretacepatwhoosh #audit #jokowi #prabowosubianto #utangproyek #china #jica",https://www.youtube.com/watch?v=3Od-KLoJhN8,[],"{'audio': './data/raw/youtube/audio/YT_0007.wav', 'video': './data/raw/youtube/videos/YT_0007.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0007.jpg'}",,,
youtube,4S4RcNkt_PA,"Kritik Purbaya, Adian PDIP: Kebijakannya Belum Terbukti, Tapi Dia Lucu | iNews Terkini","Politikus PDI Perjuangan (PDIP), Adian Napitupulu, menilai sosok Menteri Keuangan (Menkeu) RI, Purbaya Yudhi Sadewa sosok yang apa adanya alias ceplas ceplos dan lucu karena sering melempar humor. 

Namun, ia mengatakan kebijakan ekonominya belum bisa dinilai lantaran hasilnya belum terlihat. 

""Pak Purbaya kalau sampai hari ini sih gue melihat ceplas ceplos dan lucunya aja. Kan seluruh hitungannya kan kita belom tahu,"" kata Adian



Berita Selengkapnya baca di: https://inews.id/news

Join membership channel ini dan nikmati berbagai konten eksklusif:
https://www.youtube.com/channel/UCoSkllfpgmFHtbVK835QaQg/join

📰 iNews: Channel Berita Terlengkap, Tercepat, dan Terpercaya di Indonesia
Dapatkan berita terbaru dari seluruh Indonesia dan dunia, mulai dari politik, ekonomi, hukum, kriminal, olahraga, hiburan, hingga peristiwa penting lainnya. Dengan liputan langsung dari lokasi kejadian dan jurnalis profesional, iNews selalu menghadirkan informasi yang cepat, akurat, dan berimbang.

📊 iNews menjadi sumber berita pilihan jutaan masyarakat yang ingin selalu update setiap saat. Jadilah bagian dari komunitas berita terbesar di Indonesia dan nikmati tayangan eksklusif yang tidak Anda temukan di tempat lain.

📌 Jangan lupa
✅ Klik SUBSCRIBE untuk bergabung dengan jutaan penonton setia kami
✅ Aktifkan Lonceng Notifikasi agar tidak ketinggalan berita penting
✅ Bagikan video ini agar lebih banyak orang mendapatkan informasi yang benar

Follow WA Channel https://whatsapp.com/channel/0029Va7scI1LdQekZvLynv1H
Follow our Official TikTok https://www.tiktok.com/@officialinews
Follow our Official Twitter https://twitter.com/officialinews_
Like our Official Facebook https://www.facebook.com/OfficialiNews
Follow our Official Instagram https://www.instagram.com/officialiNews

#iNews #BeritaTerkini #BreakingNews #BeritaHariIni #BeritaNasional #BeritaIndonesia #BeritaDunia #TerlengkapTercepatTerpercaya",https://www.youtube.com/watch?v=4S4RcNkt_PA,[],"{'audio': './data/raw/youtube/audio/YT_0008.wav', 'video': './data/raw/youtube/videos/YT_0008.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0008.jpg'}",,,
youtube,4eSNsn7O9lU,Susunan Lengkap Kabinet Merah Putih Prabowo-Gibran | Kabar Petang tvOne,"Kabar Petang, https://www.tvOnenews.com - Susunan Lengkap Kabinet Merah Putih Prabowo-Gibran | Kabar Petang tvOne

susunan Kabinet Merah Putih periode tahun 2024-2029

1, Budi Gunawan, Menteri Koordinator Bidang Politik dan Keamanan
2. Yusril Ihza Mahendra, Menteri Koordinator Bidang Hukum, Hak Asasi Manusia, Imigrasi, dan Pemasyarakatan
3. Airlangga Hartarto, Menteri Koordinator Bidang Perekonomian
4. Pratikno, Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan
5. Agus Harimurti Yudhoyono,  Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan
6. Abdul Muhaimin Iskandar, Menteri Koordinator Bidang Pemberdayaan Masyarakat
7. Zulkifli Hasan, Menteri Koordinator Bidang Pangan
8. Prasetyo Hadi, Menteri Sekretaris Negara
9. Muhammad Tito Karnavian, Menteri Dalam NegerI
10. Sugiono, Menteri Luar Negeri
11. Sjafrie Sjamsoeddin, Menteri Pertahanan
12. Nasaruddin Umar, Menteri Agama
13. Supratman Andi Agtas, Menteri Hukum
14. Natalius Pigai, Menteri Hak Asasi Manusia (HAM)
15. Agus Andrianto, Menteri Imigrasi dan Pemasyarakatan
16. Sri Mulyani Indrawati, Menteri Keuangan
17. Abdul Mu’ti, Menteri Pendidikan Dasar dan Menengah
18. Satryo Soemantri Brodjonegoro, Menteri Pendidikan Tinggi, Sains, dan Teknologi
19. Fadli Zon, Menteri Kebudayaan
20. Budi Gunadi Sadikin, Menteri Kesehatan
21. Saifullah Yusuf, Menteri Sosial
22. Yassierli, Menteri Ketenagakerjaan
23. Abdul Kadir Karding, Menteri Perlindungan Pekerja Migran Indonesia/Kepala Badan Perlindungan Pekerja Migran Indonesia
24. Agus Gumiwang Kartasasmita, Menteri Perindustrian
25. Budi Santoso, Menteri Perdagangan
26. Bahlil Lahadalia, Menteri Energi dan Sumber Daya Mineral
27. Dodi Hanggodo, Menteri Pekerjaan Umum
28. Maruarar Sirait, Menteri Perumahan dan Kawasan Permukiman
29. Yandri Susanto, Menteri Desa dan Pembangunan Daerah Tertinggal
30. Iftitah Suryanegara, Menteri Transmigrasi
31. Dudy Purwagandhi, Menteri Perhubungan
32. Meutya Viada Hafid, Menteri Komunikasi dan Digital
33. Andi Amran Sulaiman, Menteri Pertanian
34. Raja Juli Antoni, Menteri Kehutanan
35. Sakti Wahyu Trenggono, Menteri Kelautan dan Perikanan
36. Nusron Wahid, Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional
37. Rachmat Pambudy, Menteri Perencanaan Pembangunan Nasional/Kepala Badan Perencanaan Nasional
38. Rini Widyantini, Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi
39. Erick Thohir, Menteri Badan Usaha Milik Negara
40. Wihaji, Menteri Kependudukan dan Pembangunan Keluarga/Kepala Badan Kependudukan dan Keluarga Berencana Nasional
41. Hanif Faisol Nurofiq, Menteri Lingkungan Hidup/Kepala Badan Pengendalian Lingkungan Hidup
42. Rosan Perkasa Roeslani, Menteri Investasi dan Hilirisasi/Kepala Badan Koordinasi Penanaman Modal
43. Budi Arie Setiadi, Menteri Koperasi
44. Maman Abdurrahman, Menteri Usaha Mikro Kecil dan Menengah
45. Widiyanti Putri, Menteri Pariwisata
46. Teuku Riefky Harsya, Menteri Ekonomi Kreatif/Kepala Badan Ekonomi Kreatif
47. Arifatul Choiri Fauzi, Menteri Pemberdayaan Perempuan dan Perlindungan Anak
48. Ario Bimo Nandito Ariotedjo, Menteri Pemuda dan Olahraga

Adapun nama-nama pejabat yang tidak berada di bawah koordinasi oleh Kementerian Koordinator, yaitu:

1. Sanitiar Burhanuddin, Jaksa Agung
2. Muhammad Herindra, Kepala Badan Intelijen Negara
3. AM Putranto, Kepala Staf Kepresidenan
4. Hasan Nasbi, Kepala Kantor Komunikasi Presiden
5.  Teddy Indra Wijaya, Sekretaris Kabinet.

KARPET01
TOM01
AML01

Saksikan live streaming tvOne hanya di https://www.tvonenews.com/live
Dan jangan lupa untuk follow akun-Akun Sosial Media tvOnenews untuk mendapatkan beragam informasi terkini dan update dari kami:

Facebook - https://www.facebook.com/tvOnenews
Instagram - https://www.instagram.com/tvOnenews
Twitter - https://twitter.com/tvOnenews
TikTok - https://www.tiktok.com/@tvOnenews
Website - https://tvOnenews.com",https://www.youtube.com/watch?v=4eSNsn7O9lU,[],"{'audio': './data/raw/youtube/audio/YT_0009.wav', 'video': './data/raw/youtube/videos/YT_0009.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0009.jpg'}",,,
youtube,4u9O3RfNLNo,BREAKING NEWS - Presiden Prabowo Reshuffle Kabinet Merah Putih,"BREAKING NEWS - Presiden Prabowo Reshuffle Kabinet merah Putih


#reshufflekaninet
#kabinetmerahputih
#menterikeuangan",https://www.youtube.com/watch?v=4u9O3RfNLNo,[],"{'audio': './data/raw/youtube/audio/YT_0010.wav', 'video': './data/raw/youtube/videos/YT_0010.mp4', 'thumbnail': './data/raw/youtube/thumbnails/YT_0010.jpg'}",,,
