id,source,source_type,title,text,full_content,date,post_date,category,flag,social_media,label,label_text,verification_status,confidence_score,image_path,thumbnail_url,post_url,archive_url,blog_url,views,likes,comments,shares,verification_process,conclusion,fact_checker,has_local_image,image_file_name,image_file_size_mb,image_download_status
1,turnbackhoax,fact_check,Aturan Baru dari Prabowo: Koruptor Dana Desa Bakal Dimiskinkan,"“Prabowo: Peraturan Baru! KORUPSI Dana Desa akan saya MIskinkan, Baik yang masih Menjabat maupun yang sudah Tidak Menjabat”","Aturan Baru dari Prabowo: Koruptor Dana Desa Bakal Dimiskinkan. “Prabowo: Peraturan Baru! KORUPSI Dana Desa akan saya MIskinkan, Baik yang masih Menjabat maupun yang sudah Tidak Menjabat”. ",23/12/2024,23/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\1\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-prabowo-miskinkan-koruptor-dana-desa-678x381.png,https://turnbackhoax.id/2024/12/23/salah-aturan-baru-dari-prabowo-koruptor-dana-desa-bakal-dimiskinkan,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2321805953979492,success
4,turnbackhoax,fact_check,Sri Mulyani Umumkan Program Pemutihan Pinjol dari OJK,KABAR BAIK RESMI DARI OJK!,Sri Mulyani Umumkan Program Pemutihan Pinjol dari OJK. KABAR BAIK RESMI DARI OJK!. ,23/08/2025,23/08/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\4\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2025/08/IMG_0382-678x381.jpeg,https://turnbackhoax.id/2025/08/23/penipuan-sri-mulyani-umumkan-program-pemutihan-pinjol-dari-ojk,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0474653244018554,success
6,turnbackhoax,fact_check,Tautan “Pendaftaran Mitra Makan Bergizi Gratis”,"“Lowongan MITRA MAKAN SIANG GRATIS Tahun 2025
Badan Gizi Nasional Indonesia (BGN) sedang membuka pendaftaran Mitra Makan Siang Gratis Tahun 2025
Pendaftaran Gratis Tanpa di pungut biaya apapun, Daftar sekarang","Tautan “Pendaftaran Mitra Makan Bergizi Gratis”. “Lowongan MITRA MAKAN SIANG GRATIS Tahun 2025
Badan Gizi Nasional Indonesia (BGN) sedang membuka pendaftaran Mitra Makan Siang Gratis Tahun 2025
Pendaftaran Gratis Tanpa di pungut biaya apapun, Daftar sekarang. ",24/02/2025,24/02/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\6\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2025/02/photo_2025-02-21_11-20-59-678x381.jpg,https://turnbackhoax.id/2025/02/24/penipuan-tautan-pendaftaran-mitra-makan-bergizi-gratis,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0534477233886718,success
12,turnbackhoax,fact_check,Tingkat Korupsi Indonesia Paling Tinggi di Dunia,"Indonesia Kini Berubah Menjadi Negara Terkorup di Dunia
KPK dilumpuhkan akhir 2019 : Korupsi merajalela
Pandemi membuat defisit anggaran 2020-2022 melonjak : Korupsi tidak terkendali","Tingkat Korupsi Indonesia Paling Tinggi di Dunia. Indonesia Kini Berubah Menjadi Negara Terkorup di Dunia
KPK dilumpuhkan akhir 2019 : Korupsi merajalela
Pandemi membuat defisit anggaran 2020-2022 melonjak : Korupsi tidak terkendali. ",11/11/2024,11/11/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\12\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/11/3-2-678x381.jpg,https://turnbackhoax.id/2024/11/11/salah-tingkat-korupsi-indonesia-paling-tinggi-di-dunia,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0385589599609375,success
13,turnbackhoax,fact_check,Narasi “Cara Daftar Transmigrasi ke IKN”,"“Berikut adalah cara daftar transmigrasi ke IKN (Ibu Kota Nusantara).
1. Pendaftaran di Dinas Tenaga Kerja dan Transmigrasi Daerah
Kunjungi Dinas Tenaga Kerja dan Transmigrasi di kabupaten/kota tempat tinggal untuk mendapatkan informasi tentang program transmigrasi ke IKN (Ibu Kota Nusantara).
Pastikan memenuhi syarat-syarat yang ditentukan, seperti usia, kemampuan bekerja, dan kemauan untuk berpartisipasi dalam program transmigrasi.
2. Pengisian Formulir Pendaftaran
Isi formulir pendaftaran yang disediakan oleh Dinas Tenaga Kerja dan Transmigrasi. Formulir ini biasanya memerlukan informasi seperti data pribadi, pengalaman kerja, dan kemampuan pertanian atau usaha lainnya.”","Narasi “Cara Daftar Transmigrasi ke IKN”. “Berikut adalah cara daftar transmigrasi ke IKN (Ibu Kota Nusantara).
1. Pendaftaran di Dinas Tenaga Kerja dan Transmigrasi Daerah
Kunjungi Dinas Tenaga Kerja dan Transmigrasi di kabupaten/kota tempat tinggal untuk mendapatkan informasi tentang program transmigrasi ke IKN (Ibu Kota Nusantara).
Pastikan memenuhi syarat-syarat yang ditentukan, seperti usia, kemampuan bekerja, dan kemauan untuk berpartisipasi dalam program transmigrasi.
2. Pengisian Formulir Pendaftaran
Isi formulir pendaftaran yang disediakan oleh Dinas Tenaga Kerja dan Transmigrasi. Formulir ini biasanya memerlukan informasi seperti data pribadi, pengalaman kerja, dan kemampuan pertanian atau usaha lainnya.”. ",28/07/2025,28/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\13\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/07/header-transmigrasi-ke-ikn-678x381.png,https://turnbackhoax.id/2025/07/28/salah-narasi-cara-daftar-transmigrasi-ke-ikn,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2874956130981445,success
15,turnbackhoax,fact_check,Presiden Bisa Copot Pramono-Rano dari Jabatan Gubernur Jakarta,"“Omonganmu @prabowo yang berapi-api saat menjadi rival @jokowi ternyata tak lebih dari sekedar, kentut babi. Indonesia saat tidak punya Ibu Kota, DKJ yang masuk ke algomerasi Gub-Wagub akan dipilih oleh Presiden. Artinya? Seawaktu-waktu Pram-Rano bisa dicopot dan digantikan oleh boneka, koreksi kalo salah.”
“RIDO Kalah, Prabowo Revisi UU DKJ. Pramono Tidak Akan Jadi Gubernur Jakarta”","Presiden Bisa Copot Pramono-Rano dari Jabatan Gubernur Jakarta. “Omonganmu @prabowo yang berapi-api saat menjadi rival @jokowi ternyata tak lebih dari sekedar, kentut babi. Indonesia saat tidak punya Ibu Kota, DKJ yang masuk ke algomerasi Gub-Wagub akan dipilih oleh Presiden. Artinya? Seawaktu-waktu Pram-Rano bisa dicopot dan digantikan oleh boneka, koreksi kalo salah.”
“RIDO Kalah, Prabowo Revisi UU DKJ. Pramono Tidak Akan Jadi Gubernur Jakarta”. ",20/12/2024,20/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\15\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2024/12/wm-prabowo-copot-pramono-678x381.png,https://turnbackhoax.id/2024/12/20/salah-presiden-bisa-copot-pramono-rano-dari-jabatan-gubernur-jakarta,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2792768478393554,success
18,turnbackhoax,fact_check,Prabowo Tidak Segan-Segan Seret Jokowi ke Meja Hijau,"GEGER! BARU BOCOR MALAM INI, PRABOWO TAK SEGAN² SERET MULYONO KE MEJA HIJAU JIKA MASIH SOK BERKUASA
JOKOWI NGAMUK KE PRABOWO
KABAR PALING HEBOH MALAM INI
HUBUNGAN PRABOWO-JKW RETAK PARAH","Prabowo Tidak Segan-Segan Seret Jokowi ke Meja Hijau. GEGER! BARU BOCOR MALAM INI, PRABOWO TAK SEGAN² SERET MULYONO KE MEJA HIJAU JIKA MASIH SOK BERKUASA
JOKOWI NGAMUK KE PRABOWO
KABAR PALING HEBOH MALAM INI
HUBUNGAN PRABOWO-JKW RETAK PARAH. ",03/12/2024,03/12/2024,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\18\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2024/12/11.-Meja-Hijau-678x381.jpg,https://turnbackhoax.id/2024/12/03/salah-prabowo-tidak-segan-segan-seret-jokowi-ke-meja-hijau,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0704364776611328,success
19,turnbackhoax,fact_check,Video “Demo Mahasiswa Buntut Ucapan Sri Mulyani: Guru Beban Negara”,"“polemik ucapan Sri Mulyani guru jd beban negara.
HARI INI RATUSAN RIBU MAHASISWA DARI BERBAGAI UNIVERSITAS DI INDONESIA MELAKUKAN DEMO BESAR-BESARAN DI ISTANA MERDEKA. PARA MAHASISWA INI MENUNTUT AGAR PRESIDEN PRABOWO MEMECAT MENTERI KEUANGAN SRI MULYANI YANG MENGATAKAN JIKA GURU ADALAH BEBAN NEGARA”","Video “Demo Mahasiswa Buntut Ucapan Sri Mulyani: Guru Beban Negara”. “polemik ucapan Sri Mulyani guru jd beban negara.
HARI INI RATUSAN RIBU MAHASISWA DARI BERBAGAI UNIVERSITAS DI INDONESIA MELAKUKAN DEMO BESAR-BESARAN DI ISTANA MERDEKA. PARA MAHASISWA INI MENUNTUT AGAR PRESIDEN PRABOWO MEMECAT MENTERI KEUANGAN SRI MULYANI YANG MENGATAKAN JIKA GURU ADALAH BEBAN NEGARA”. ",08/09/2025,08/09/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\19\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/09/HEADER-Dark-Background-38-678x381.png,https://turnbackhoax.id/2025/09/08/salah-video-demo-mahasiswa-buntut-ucapan-sri-mulyani-guru-beban-negara,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.2994537353515625,success
20,turnbackhoax,fact_check,Perdana Menteri Mesir Merobek Dokumen Perjanjian Damai dengan Israel,"dokumen perdamaian dengan israel di robek perdana menteri Mesir.
Alhamdulillah Mesir mulai sadar, Allahuakbar","Perdana Menteri Mesir Merobek Dokumen Perjanjian Damai dengan Israel. dokumen perdamaian dengan israel di robek perdana menteri Mesir.
Alhamdulillah Mesir mulai sadar, Allahuakbar. ",20/02/2025,20/02/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\20\thumbnail.png,https://turnbackhoax.id/wp-content/uploads/2025/02/2-Header-Perdana-Menteri-678x381.png,https://turnbackhoax.id/2025/02/20/salah-perdana-menteri-mesir-merobek-dokumen-perjanjian-damai-dengan-israel,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.png,0.105961799621582,success
21,turnbackhoax,fact_check,"Tubuh Mantan Presiden Israel, Ariel Sharoon Membusuk","“Ariel Sharon, Perdana Mentri Israel, pemimpin terkejam di dunia yg telah membunuh ribuan rakyat Palestina ,,, mengalami koma 8 tahun dan tubuhnya masih hidup, membusuk, hingga belatung memakan dagingnya ,,, walaupun nyawanya masih dikandung badan ,,, Adzab itu benar-benar nyata🙏🙏🙏. Mudah2an video ini sampai ke orang-orang yang selama ini menyengsarakan rakyat Indonesia 🤲🤲”","Tubuh Mantan Presiden Israel, Ariel Sharoon Membusuk. “Ariel Sharon, Perdana Mentri Israel, pemimpin terkejam di dunia yg telah membunuh ribuan rakyat Palestina ,,, mengalami koma 8 tahun dan tubuhnya masih hidup, membusuk, hingga belatung memakan dagingnya ,,, walaupun nyawanya masih dikandung badan ,,, Adzab itu benar-benar nyata🙏🙏🙏. Mudah2an video ini sampai ke orang-orang yang selama ini menyengsarakan rakyat Indonesia 🤲🤲”. ",10/07/2025,10/07/2025,,SALAH,Twitter,0,hoax,verified_false,1.0,data\raw\turnbackhoax\images\21\thumbnail.jpg,https://turnbackhoax.id/wp-content/uploads/2025/07/photo_6302927291168180171_y-678x381.jpg,https://turnbackhoax.id/2025/07/10/salah-tubuh-mantan-presiden-israel-ariel-sharoon-membusuk,,https://turnbackhoax.id/,0,0,0,0,,,TurnBackHoax/Mafindo,True,thumbnail.jpg,0.0402326583862304,success
